userID,train_precision,train_recall,train_ndcg,test_precision,test_recall,test_ndcg,model_name,num_movies,num_users,num_ratings_per_user,randomness
667,0.0,0.0,0.0,0.2,0.5,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
134,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
16,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
685,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
649,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
881,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
24,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
746,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
712,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
703,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
264,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
42,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
524,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
158,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
434,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
214,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
810,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
711,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
412,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
790,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
550,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
277,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
86,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
397,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
539,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
45,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
923,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
825,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
638,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
841,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
804,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
834,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
179,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
358,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
223,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
776,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
554,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
345,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
609,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
96,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
566,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
720,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
976,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
128,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
968,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
653,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
605,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
138,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
704,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
23,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
535,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
883,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
590,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
44,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
648,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
520,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
560,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
485,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
235,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
862,0.0,0.0,0.0,0.2,1.0,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
350,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
483,0.0,0.0,0.0,0.1,0.2,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
635,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
888,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
998,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
994,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
741,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
886,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
930,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
245,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
839,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
183,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
226,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
314,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
284,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
512,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
300,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
473,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
47,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
82,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
735,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
753,0.0,0.0,0.0,0.1,0.2,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
728,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
497,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
686,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
732,0.0,0.0,0.0,0.2,1.0,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
452,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
803,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
622,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
270,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
921,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
380,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
773,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
562,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
697,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
185,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
706,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
573,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
964,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
15,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
400,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
496,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
92,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
717,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
416,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
208,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
988,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
63,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
301,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
244,0.0,0.0,0.0,0.2,0.4,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
5,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
944,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
54,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
499,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
768,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
474,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
974,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
484,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
1000,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
501,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
815,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
842,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
763,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
721,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
410,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
656,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
872,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
641,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
833,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
435,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
70,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
509,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
796,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
669,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
615,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
6,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
884,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
369,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
457,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
508,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
279,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
822,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
263,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
367,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
249,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
806,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
299,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
337,0.0,0.0,0.0,0.2,0.4,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
787,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
217,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
918,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
492,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
568,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
117,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
255,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
847,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
423,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
432,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
747,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
660,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
584,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
200,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
1,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
519,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
55,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
604,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
766,0.0,0.0,0.0,0.1,0.2,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
253,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
830,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
549,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
906,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
114,0.0,0.0,0.0,0.2,0.6666666666666666,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
626,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
336,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
969,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
800,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
327,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
145,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
353,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
578,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
121,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
260,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
341,0.0,0.0,0.0,0.1,0.16666666666666666,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
739,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
513,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
406,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
190,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
368,0.0,0.0,0.0,0.1,0.2,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
531,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
962,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
808,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
285,0.0,0.0,0.0,0.1,1.0,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
695,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
237,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
908,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
683,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
956,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
298,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
29,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
809,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
335,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
599,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
256,0.0,0.0,0.0,0.2,0.3333333333333333,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
846,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
271,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
141,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
943,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
876,0.0,0.0,0.0,0.2,1.0,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
250,0.0,0.0,0.0,0.2,0.4,0.5571741306624307,BayesianRecommendationModel,200,1000,30,0.2
460,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
384,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
541,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
819,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
27,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
268,0.0,0.0,0.0,0.1,0.16666666666666666,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
265,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
983,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
225,0.0,0.0,0.0,0.1,0.2,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
857,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
777,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
935,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
821,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
772,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
684,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
831,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
654,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
736,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
548,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
371,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
868,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
466,0.0,0.0,0.0,0.1,0.3333333333333333,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
152,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
330,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
124,0.0,0.0,0.0,0.1,0.25,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
572,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
274,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
919,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
672,0.0,0.0,0.0,0.1,0.5,0.45435593380883454,BayesianRecommendationModel,200,1000,30,0.2
500,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
154,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
489,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
707,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
845,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
958,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
291,0.0,0.0,0.0,0.0,0.0,0.0,BayesianRecommendationModel,200,1000,30,0.2
